gameId,gameDate,homeTeam,awayTeam,homeFOW,awayFOW,homePPF,awayPPF
2025020549,2025-12-20,NYR,PHI,0.491525,0.508475,4,5
2024021221,2025-04-05,SJS,SEA,0.45283,0.54717,4,6
2025020869,2026-01-31,VAN,TOR,0.5,0.5,0,0
2022020810,2023-02-06,NJD,VAN,0.566667,0.433333,4,1
2024020387,2024-11-30,SEA,SJS,0.491228,0.508772,2,1
2024020383,2024-11-30,NYI,BUF,0.571429,0.428571,3,2
2022021055,2023-03-12,NJD,CAR,0.372549,0.627451,2,3
2023020878,2024-02-20,PIT,NYI,0.578125,0.421875,3,2
2021020268,2021-11-20,DAL,STL,0.606557,0.393443,4,6
2022020646,2023-01-09,MTL,SEA,0.456522,0.543478,2,6
2023020535,2023-12-27,NSH,CAR,0.372881,0.627119,4,6
2020020051,2021-01-19,DET,CBJ,0.642857,0.357143,1,2
2022020091,2022-10-23,PHI,SJS,0.567164,0.432836,2,1
2025020776,2026-01-19,CHI,WPG,0.55814,0.44186,3,2
2021021105,2022-04-03,CHI,ARI,0.615385,0.384615,3,2
2022021066,2023-03-14,PHI,VGK,0.5,0.5,2,4
2025020587,2025-12-23,LAK,SEA,0.521127,0.478873,3,2
2021020651,2022-01-13,DET,WPG,0.603448,0.396552,5,1
2023020491,2023-12-19,NSH,VAN,0.446429,0.553571,2,3
2025020624,2025-12-31,ANA,TBL,0.618182,0.381818,3,3
2023020418,2023-12-09,SEA,TBL,0.403509,0.596491,5,2
2020020234,2021-02-13,NSH,DET,0.415094,0.584906,2,4
2025020437,2025-12-05,WPG,BUF,0.535714,0.464286,1,2
2022021086,2023-03-16,EDM,DAL,0.425926,0.574074,4,3
2021020295,2021-11-24,PIT,VAN,0.377358,0.622642,4,1
2024021010,2025-03-08,LAK,STL,0.517241,0.482759,2,2
2022021158,2023-03-25,MTL,CBJ,0.38,0.62,3,4
2024020486,2024-12-14,VAN,BOS,0.507937,0.492063,2,4
2025020408,2025-12-01,BUF,WPG,0.522727,0.477273,3,2
2022020635,2023-01-07,VGK,LAK,0.396226,0.603774,3,1
2024020437,2024-12-08,VAN,TBL,0.545455,0.454545,3,4
2023020014,2023-10-12,MIN,FLA,0.403226,0.596774,4,3
2024021170,2025-03-30,FLA,MTL,0.415094,0.584906,2,3
2025020857,2026-01-29,SEA,TOR,0.568966,0.431034,2,3
2025020555,2025-12-20,BOS,VAN,0.610169,0.389831,3,4
2021020273,2021-11-20,SJS,WSH,0.55,0.45,4,3
2021021219,2022-04-18,VGK,NJD,0.508475,0.491525,1,1
2025020023,2025-10-11,CGY,STL,0.409836,0.590164,6,4
2020020378,2021-03-05,ARI,MIN,0.57971,0.42029,3,4
2022020052,2022-10-18,NSH,LAK,0.622642,0.377358,5,8
2021020891,2022-03-06,NJD,STL,0.444444,0.555556,5,1
2023021239,2024-04-09,BOS,CAR,0.5,0.5,3,2
2024021148,2025-03-27,MIN,WSH,0.410714,0.589286,2,2
2023020668,2024-01-13,VGK,CGY,0.451613,0.548387,2,2
2022020764,2023-01-24,COL,WSH,0.525424,0.474576,0,2
2020020437,2021-03-13,STL,VGK,0.490909,0.509091,4,2
2023020578,2024-01-02,MIN,CGY,0.415094,0.584906,3,1
2024020396,2024-12-03,BOS,DET,0.454545,0.545455,3,3
2020020199,2021-02-08,OTT,EDM,0.481481,0.518519,2,4
2021020827,2022-02-25,ARI,VGK,0.403846,0.596154,3,2
2024020081,2024-10-19,NYI,MTL,0.527273,0.472727,6,1
2022021205,2023-04-01,PIT,BOS,0.54386,0.45614,6,3
2022020759,2023-01-24,NJD,VGK,0.648148,0.351852,1,3
2020020813,2021-05-03,NJD,BOS,0.509091,0.490909,1,1
2022030131,2023-04-17,CAR,NYI,0.513889,0.486111,4,4
2022021135,2023-03-23,WSH,CHI,0.555556,0.444444,4,5
2020020618,2021-04-06,CHI,DAL,0.553846,0.446154,3,2
2023020440,2023-12-12,VGK,CGY,0.415094,0.584906,4,2
2023020653,2024-01-13,WSH,NYR,0.305085,0.694915,3,3
2023030161,2024-04-21,WPG,COL,0.551724,0.448276,2,2
2023020757,2024-01-26,COL,LAK,0.480769,0.519231,4,5
2022020203,2022-11-08,DET,MTL,0.472727,0.527273,7,1
2023020079,2023-10-21,LAK,BOS,0.52,0.48,6,4
2024030165,2025-04-28,DAL,COL,0.553846,0.446154,4,3
2025020904,2026-02-05,TBL,FLA,0.446429,0.553571,4,6
2023020734,2024-01-23,MIN,WSH,0.5,0.5,2,4
2022020176,2022-11-05,WPG,CHI,0.481481,0.518519,4,3
2024020157,2024-10-30,COL,TBL,0.404255,0.595745,4,3
2021020980,2022-03-18,CGY,BUF,0.509804,0.490196,1,3
2024020733,2025-01-18,NSH,MIN,0.552239,0.447761,3,4
2022021114,2023-03-19,ANA,VAN,0.422222,0.577778,3,4
2023020177,2023-11-06,TOR,TBL,0.457627,0.542373,3,3
2021020800,2022-02-01,NYR,FLA,0.45283,0.54717,5,3
2021020051,2021-10-20,VGK,STL,0.418182,0.581818,2,3
2025020615,2025-12-29,ANA,SJS,0.551724,0.448276,3,2
2023020895,2024-02-22,STL,NYI,0.423077,0.576923,5,5
2024020589,2024-12-31,WSH,BOS,0.47619,0.52381,2,2
2025020058,2025-10-15,DET,FLA,0.557377,0.442623,3,2
2021020031,2021-10-16,EDM,CGY,0.507246,0.492754,4,4
2020020447,2021-04-27,WSH,NYI,0.604167,0.395833,2,3
2021021222,2022-04-19,TBL,DET,0.542373,0.457627,3,2
2020020233,2021-02-13,CHI,CBJ,0.647059,0.352941,2,1
2022020509,2022-12-19,VAN,STL,0.454545,0.545455,4,3
2024020564,2024-12-27,UTA,COL,0.514706,0.485294,3,2
